Categoria,Título,Caminho,URL Completa,Breadcrumb,Source
integracoes,Importação de CEPs - e-DNE,/integracoes/importacao-de-ceps.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/importacao-de-ceps.htm,,chunk_1
integracoes,Integração com a solução Compliance Fiscal Senior,/integracoes/integracao-compliance-fiscal.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-compliance-fiscal.htm,,chunk_1
integracoes,Integração com Cartório de Protesto – IEPTB/CRA,/integracoes/integracao-cra.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-cra.htm,,chunk_1
integracoes,Detalhamento técnico,/integracoes/integracao-erp-cotei-detalhamento-tecnico.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-erp-cotei-detalhamento-tecnico.htm,,chunk_1
integracoes,Integração com Cotei,/integracoes/integracao-erp-cotei.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-erp-cotei.htm,,chunk_1
integracoes,Integração com Venda+,/integracoes/integracao-erp-venda-mais.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-erp-venda-mais.htm,,chunk_1
integracoes,Integração Gestão Empresarial para Gestão de Manutenção,/integracoes/integracao-gestao-manutencao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-gestao-manutencao.htm,,chunk_1
integracoes,Leiaute MDF-e,/integracoes/integracao-mdf-e-leiaute.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-mdf-e-leiaute.htm,,chunk_1
integracoes,Integração com o Simulador,/integracoes/integracao-simulador-reforma.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao-simulador-reforma.htm,,chunk_1
integracoes,NFS-e (Nota Fiscal de Serviço Eletrônica),/integracoes/integracao_indice_nfse.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_indice_nfse.htm,,chunk_1
integracoes,Abrasf - Retorno Automático,/integracoes/integracao_nfse_abrasf_aut_indice.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_abrasf_aut_indice.htm,,chunk_1
integracoes,Configurações do Sapiens,/integracoes/integracao_nfse_abrasf_configuracoes.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_abrasf_configuracoes.htm,,chunk_1
integracoes,Abrasf,/integracoes/integracao_nfse_abrasf_indice.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_abrasf_indice.htm,,chunk_1
integracoes,Introdução,/integracoes/integracao_nfse_abrasf_introducao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_abrasf_introducao.htm,,chunk_1
integracoes,Requisitos,/integracoes/integracao_nfse_abrasf_requisitos.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_abrasf_requisitos.htm,,chunk_1
integracoes,Configurações gerais,/integracoes/integracao_nfse_configuracoes.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_configuracoes.htm,,chunk_1
integracoes,Emissão de NFS-e,/integracoes/integracao_nfse_emissao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_emissao.htm,,chunk_1
integracoes,Integrações,/integracoes/integracao_nfse_int_dispo.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_nfse_int_dispo.htm,,chunk_1
integracoes,Integracao_Padrao,/integracoes/integracao_padrao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao.htm,,chunkstart
integracoes,Introdução,/integracoes/integracao_padrao_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_1.htm,,chunk_2
integracoes,Requisitos necessários,/integracoes/integracao_padrao_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_2.htm,,chunk_2
integracoes,Importação,/integracoes/integracao_padrao_3.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_3.htm,,chunk_2
integracoes,Exportação,/integracoes/integracao_padrao_4.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_4.htm,,chunk_2
integracoes,Tabelas Intermediarias,/integracoes/integracao_padrao_5.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_5.htm,,chunk_2
integracoes,5.1 - Nas importações,/integracoes/integracao_padrao_5_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_5_1.htm,,chunk_2
integracoes,5.2 - Nas exportações,/integracoes/integracao_padrao_5_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_5_2.htm,,chunk_2
integracoes,Processos automáticos,/integracoes/integracao_padrao_6.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_6.htm,,chunk_2
integracoes,6.1 - Parâmetros da Rotina,/integracoes/integracao_padrao_6_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_6_1.htm,,chunk_2
integracoes,6.1.1 - Para Importação,/integracoes/integracao_padrao_6_1_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_6_1_1.htm,,chunk_2
integracoes,6.1.2 - Para Exportação,/integracoes/integracao_padrao_6_1_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_6_1_2.htm,,chunk_2
integracoes,Identificadores de Regra,/integracoes/integracao_padrao_7.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_7.htm,,chunk_2
integracoes,7.1 - GER-000INPAD01,/integracoes/integracao_padrao_7_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_7_1.htm,,chunk_2
integracoes,7.2 - GER-000INPAD02,/integracoes/integracao_padrao_7_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_7_2.htm,,chunk_2
integracoes,Integrações,/integracoes/integracao_padrao_8.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8.htm,,chunk_2
integracoes,8.1 - Importação e Exportação de Produtos,/integracoes/integracao_padrao_8_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_1.htm,,chunk_2
integracoes,8.10 - Importação e Exportação de Títulos a Receber,/integracoes/integracao_padrao_8_10.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_10.htm,,chunk_2
integracoes,8.10.1 - Importação dos Movimentos dos Títulos a Receber,/integracoes/integracao_padrao_8_10_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_10_1.htm,,chunk_2
integracoes,8.11 - Importação de Títulos a Pagar,/integracoes/integracao_padrao_8_11.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_11.htm,,chunk_2
integracoes,8.11.1 - Importação dos Movimentos dos Títulos a Pagar,/integracoes/integracao_padrao_8_11_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_11_1.htm,,chunk_2
integracoes,8.12 - Importação e Exportação dos Movimentos de Estoque,/integracoes/integracao_padrao_8_12.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_12.htm,,chunk_2
integracoes,8.1.1 - Importação e Exportação de Derivações,/integracoes/integracao_padrao_8_1_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_1_1.htm,,chunk_2
integracoes,8.2 - Importação e Exportação de Clientes,/integracoes/integracao_padrao_8_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_2.htm,,chunk_2
integracoes,8.2.1 - Importação e Exportação de Definições de Clientes,/integracoes/integracao_padrao_8_2_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_2_1.htm,,chunk_2
integracoes,8.2.2 - Importação e Exportação de Endereços de Entrega,/integracoes/integracao_padrao_8_2_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_2_2.htm,,chunk_2
integracoes,8.2.3 - Importação e Exportação de Endereços de Cobrança,/integracoes/integracao_padrao_8_2_3.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_2_3.htm,,chunk_2
integracoes,8.3 - Importação e Exportação de Fornecedores,/integracoes/integracao_padrao_8_3.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_3.htm,,chunk_2
integracoes,8.3.1 - Importação e Exportação de Definições de Fornecedores,/integracoes/integracao_padrao_8_3_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_3_1.htm,,chunk_2
integracoes,8.4 - Importação e Exportação de Representantes,/integracoes/integracao_padrao_8_4.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_4.htm,,chunk_2
integracoes,8.5 - Importação e Exportação de Transportadoras,/integracoes/integracao_padrao_8_5.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_5.htm,,chunk_2
integracoes,8.6 - Importação de Condição de Pagamento,/integracoes/integracao_padrao_8_6.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_6.htm,,chunk_2
integracoes,8.6.1 - Importação de Parcelas de Condição de Pagamento,/integracoes/integracao_padrao_8_6_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_6_1.htm,,chunk_2
integracoes,8.7 - Exportação de Contas Contábeis,/integracoes/integracao_padrao_8_7.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_7.htm,,chunk_2
integracoes,8.8 - Exportação de Centros de Custo,/integracoes/integracao_padrao_8_8.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_8.htm,,chunk_2
integracoes,"8.9 - Importação de Notas Fiscais de Venda/Compra, Pedidos, Ordens de Compra e Exportação de Pedidos",/integracoes/integracao_padrao_8_9.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_9.htm,,chunk_2
integracoes,8.9.1 - Tabela Documentos – Dados Gerais,/integracoes/integracao_padrao_8_9_1.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_9_1.htm,,chunk_2
integracoes,8.9.2 - Tabela Documentos – Itens Produtos,/integracoes/integracao_padrao_8_9_2.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_9_2.htm,,chunk_2
integracoes,8.9.3 - Tabela Documentos – Itens Serviço,/integracoes/integracao_padrao_8_9_3.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_8_9_3.htm,,chunk_2
integracoes,Manutenção de Integrações,/integracoes/integracao_padrao_9.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_padrao_9.htm,,chunk_2
integracoes,Tabela dos tipos de informações integradas,/integracoes/integracao_tipo_informacao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/integracao_tipo_informacao.htm,,chunk_2
integracoes,Cadastros,/integracoes/logistica/armazenagem/wms-senior-alcis/cadastros.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/cadastros.htm,,chunk_2
integracoes,FAQ,/integracoes/logistica/armazenagem/wms-senior-alcis/faq.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/faq.htm,,chunk_2
integracoes,Agendamentos,/integracoes/logistica/armazenagem/wms-senior-alcis/integracao-com-erp/agendamentos.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/integracao-com-erp/agendamentos.htm,,chunk_2
integracoes,Detalhamento técnico,/integracoes/logistica/armazenagem/wms-senior-alcis/integracao-com-erp/detalhamento-tecnico.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/integracao-com-erp/detalhamento-tecnico.htm,,chunk_2
integracoes,Restrições da integração,/integracoes/logistica/armazenagem/wms-senior-alcis/integracao-com-erp/restricoes-erp-wms-.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/integracao-com-erp/restricoes-erp-wms-.htm,,chunk_2
integracoes,Inventário e remanejamento,/integracoes/logistica/armazenagem/wms-senior-alcis/inventário/inventario.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/inventário/inventario.htm,,chunk_2
integracoes,Monitor logística,/integracoes/logistica/armazenagem/wms-senior-alcis/monitor-logistica.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/monitor-logistica.htm,,chunk_2
integracoes,Agendamentos,/integracoes/logistica/armazenagem/wms-senior-alcis/operador/agendamento-operador.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/operador/agendamento-operador.htm,,chunk_2
integracoes,Detalhamento técnico,/integracoes/logistica/armazenagem/wms-senior-alcis/operador/detalhamento-registros.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/operador/detalhamento-registros.htm,,chunk_2
integracoes,Inventário fiscal na operação logística,/integracoes/logistica/armazenagem/wms-senior-alcis/operador/inventario-fiscal.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/operador/inventario-fiscal.htm,,chunk_2
integracoes,Nota fiscal na operação logística,/integracoes/logistica/armazenagem/wms-senior-alcis/operador/nota-fiscal.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/operador/nota-fiscal.htm,,chunk_2
integracoes,Operador logístico,/integracoes/logistica/armazenagem/wms-senior-alcis/operador/operador-logistico.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/operador/operador-logistico.htm,,chunk_2
integracoes,Operação própria,/integracoes/logistica/armazenagem/wms-senior-alcis/parametrizacoes.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/parametrizacoes.htm,,chunk_2
integracoes,Recebimento,/integracoes/logistica/armazenagem/wms-senior-alcis/recebimento/recebimento.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/recebimento/recebimento.htm,,chunk_2
integracoes,Logística,/integracoes/logistica/armazenagem/wms-senior-alcis/segmentos-logistica.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/segmentos-logistica.htm,,chunk_2
integracoes,Separação,/integracoes/logistica/armazenagem/wms-senior-alcis/separacao/separacao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/separacao/separacao.htm,,chunk_2
integracoes,WMS,/integracoes/logistica/armazenagem/wms-senior-alcis/wms.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/armazenagem/wms-senior-alcis/wms.htm,,chunk_2
integracoes,Cálculo de frete,/integracoes/logistica/fretes/calculo-frete.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/fretes/calculo-frete.htm,,chunk_2
integracoes,Detalhamento técnico GKO,/integracoes/logistica/fretes/detalhe-tecnico-gko.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/fretes/detalhe-tecnico-gko.htm,,chunk_2
integracoes,GKO,/integracoes/logistica/fretes/integracao-gko.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/fretes/integracao-gko.htm,,chunk_2
integracoes,Monitor GKO,/integracoes/logistica/fretes/monitor-gko.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/fretes/monitor-gko.htm,,chunk_2
integracoes,Pagamentos,/integracoes/logistica/fretes/pagamentos.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/fretes/pagamentos.htm,,chunk_2
integracoes,Simulação de frete,/integracoes/logistica/fretes/simulacao-gko.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/logistica/fretes/simulacao-gko.htm,,chunk_2
integracoes,Notas Técnicas,/integracoes/mdf-e/notas-tecnicas-mdf-e.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mdf-e/notas-tecnicas-mdf-e.htm,,chunk_2
integracoes,Integração com e-Procurement (Mercado Eletrônico),/integracoes/mercado-eletronico.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico.htm,,chunk_2
integracoes,Cadastro de fornecedor,/integracoes/mercado-eletronico/cadastro-fornecedor.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/cadastro-fornecedor.htm,,chunk_2
integracoes,Cancelamento de solicitação de compra,/integracoes/mercado-eletronico/cancelamento-de-solicitacao-de-compra.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/cancelamento-de-solicitacao-de-compra.htm,,chunk_2
integracoes,Envio da condição de pagamento,/integracoes/mercado-eletronico/envio-condicao-de-pagamento.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/envio-condicao-de-pagamento.htm,,chunk_2
integracoes,Envio de recebimento de mercadoria,/integracoes/mercado-eletronico/envio-de-recebimento-de-mercadoria.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/envio-de-recebimento-de-mercadoria.htm,,chunk_2
integracoes,Envio de solicitação de compra,/integracoes/mercado-eletronico/envio-de-solicitacao-de-compra.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/envio-de-solicitacao-de-compra.htm,,chunk_2
integracoes,Envio e recebimento de anexos,/integracoes/mercado-eletronico/envio-e-recebimento-anexo.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/envio-e-recebimento-anexo.htm,,chunk_2
integracoes,Envio de status de pré-pedido,/integracoes/mercado-eletronico/envio-status-pre-pedido.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/envio-status-pre-pedido.htm,,chunk_2
integracoes,Pedido (Alterações e cancelamentos em ordens de compra já fechadas),/integracoes/mercado-eletronico/pedido-ordem-de-compra-fechada.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/pedido-ordem-de-compra-fechada.htm,,chunk_2
integracoes,"Pré-pedido (Inserções, alterações e cancelamentos em ordens de compra não fechadas)",/integracoes/mercado-eletronico/pre-pedido-ordem-de-compra-nao-fechada.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/pre-pedido-ordem-de-compra-nao-fechada.htm,,chunk_2
integracoes,Recebimento de lista de pendências,/integracoes/mercado-eletronico/recebimento-de-pendencias.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/recebimento-de-pendencias.htm,,chunk_2
integracoes,Recebimento do status de integração,/integracoes/mercado-eletronico/recebimento-status-de-integracao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/mercado-eletronico/recebimento-status-de-integracao.htm,,chunk_2
integracoes,NDDigital,/integracoes/nddigital.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nddigital.htm,,chunk_2
integracoes,Sobre a NFC-e (Nota Fiscal de Consumidor Eletrônica),/integracoes/nf-e/conceito-nfc-e.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/conceito-nfc-e.htm,,chunk_2
integracoes,Geração de Dispositivo e Benefício Fiscal,/integracoes/nf-e/geracao-beneficio-fiscal.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/geracao-beneficio-fiscal.htm,,chunk_2
integracoes,Leiautes NF-e e NFC-e,/integracoes/nf-e/leiaute-nf-e-nfc-e.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/leiaute-nf-e-nfc-e.htm,,chunk_2
integracoes,Alterações no leiaute,/integracoes/nf-e/nf-e-4-0-leiaute.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/nf-e-4-0-leiaute.htm,,chunk_2
integracoes,NF-e | NFC-e (Nota Fiscal Eletrônica),/integracoes/nf-e/nf-e-introducao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/nf-e-introducao.htm,,chunk_2
integracoes,Parâmetros para configuração,/integracoes/nf-e/nf-e-parametrizacao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/nf-e-parametrizacao.htm,,chunk_2
integracoes,Leiaute,/integracoes/nf-e/nf_e3.10leiaute.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/nf_e3.10leiaute.htm,,chunk_2
integracoes,Nota Fiscal Eletrônica 3.10,/integracoes/nf-e/nf_e_3-10_utilizacao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/nf_e_3-10_utilizacao.htm,,chunk_2
integracoes,Notas Técnicas,/integracoes/nf-e/notas-tecnicas-nfe-nfce.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/notas-tecnicas-nfe-nfce.htm,,chunk_2
integracoes,Parametrizações,/integracoes/nf-e/parametrizacoes.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nf-e/parametrizacoes.htm,,chunk_2
integracoes,Leiaute,/integracoes/nfcom/leiaute.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfcom/leiaute.htm,,chunk_2
integracoes,Notas Técnicas,/integracoes/nfcom/notas-tecnicas-nfcom.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfcom/notas-tecnicas-nfcom.htm,,chunk_2
integracoes,Parâmetros para configuração,/integracoes/nfcom/parametros-para-configuracao-nfcom.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfcom/parametros-para-configuracao-nfcom.htm,,chunk_2
integracoes,Sobre a NFCom,/integracoes/nfcom/sobre-a-nfcom.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfcom/sobre-a-nfcom.htm,,chunk_2
integracoes,Emissão de NFS-e Nacional no ERP XT,/integracoes/nfs-e/emissao-nfse-nacional.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfs-e/emissao-nfse-nacional.htm,,chunk_2
integracoes,Geração da tag \u003cpAliq\u003e,/integracoes/nfs-e/geracao-tag-paliq.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfs-e/geracao-tag-paliq.htm,,chunk_2
integracoes,Leiaute,/integracoes/nfs-e/leiaute.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfs-e/leiaute.htm,,chunk_2
integracoes,Parametrização do ERP XML para geração de NFS-e Senior 2.0 no exterior,/integracoes/nfs-e/parametrizacao-xlm-geracao-nfse-exterior.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfs-e/parametrizacao-xlm-geracao-nfse-exterior.htm,,chunk_2
integracoes,Senior 2.0,/integracoes/nfs-e/senior-2-0.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/nfs-e/senior-2-0.htm,,chunk_2
integracoes,Acesso e Controle de Permissões - Sapiens WEB,/integracoes/permissoes-sapiens-web.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/permissoes-sapiens-web.htm,,chunk_2
integracoes,PIX - Recebimento Eletrônico,/integracoes/pix-recebimento.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/pix-recebimento.htm,,chunk_2
integracoes,Informações sobre status eletrônicos de documentos fiscais,/integracoes/status-eletronicos.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/status-eletronicos.htm,,chunk_2
integracoes,TEDControl,/integracoes/tedcontrol.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/tedcontrol.htm,,chunk_2
integracoes,FAQ de descontinuação,/integracoes/tedcontrol/faq.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/tedcontrol/faq.htm,,chunk_2
integracoes,Pré-requisitos,/integracoes/venda-mais/pre-requisitos.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/venda-mais/pre-requisitos.htm,,chunk_2
integracoes,Diretório onde são gerados os arquivos .XML dos documentos eletrônicos,/integracoes/verificando-diretorio.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/integracoes/verificando-diretorio.htm,,chunk_2
root,LGPD,/lgpd.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/lgpd.htm,,chunk_2
manuais_processos,Cadastros iniciais,/manuais_processos/agronegocio/integracao-gatec/cadastros-iniciais-gatec.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/manuais_processos/agronegocio/integracao-gatec/cadastros-iniciais-gatec.htm,,chunk_2
manuais_processos,Pré-requisitos,/manuais_processos/agronegocio/integracao-gatec/configurar-integracao.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/manuais_processos/agronegocio/integracao-gatec/configurar-integracao.htm,,chunk_2
manuais_processos,Gestão de Compra e Venda de Commodities Agrícolas,/manuais_processos/agronegocio/integracao-gatec/gatec-modulo-commerce.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/manuais_processos/agronegocio/integracao-gatec/gatec-modulo-commerce.htm,,chunk_2
manuais_processos,Gestão de Custos Gerenciais,/manuais_processos/agronegocio/integracao-gatec/gatec-modulo-fercus.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/manuais_processos/agronegocio/integracao-gatec/gatec-modulo-fercus.htm,,chunk_2
manuais_processos,Gestão de Insumos e Beneficiamento,/manuais_processos/agronegocio/integracao-gatec/gatec-modulo-gin.htm,https://documentacao.senior.com.br/gestaoempresarialerp/5.10.4/manuais_processos/agronegocio/integracao-gatec/gatec-modulo-gin.htm,,chunk_2
